"City","State","Country","Market","Region","Geo_ID"
"Nuevo Laredo","Tamaulipas","Mexico","LATAM","North",2461
"Nuneaton","England","United Kingdom","EU","North",2462
"Nuremberg","Bavaria","Germany","EU","Central",2463
"Nysa","Opole","Poland","EMEA","EMEA",2464
"Nzerekore","Nzérékoré","Guinea","Africa","Africa",2465
"Oak Park","Illinois","United States","US","Central",2466
"Oak Park","Michigan","United States","US","Central",2467
"Oakland","California","United States","US","West",2468
"Oakville","Ontario","Canada","Canada","Canada",2469
"Oberhausen","North Rhine-Westphalia","Germany","EU","Central",2470
"Obninsk","Kaluga","Russia","EMEA","EMEA",2471
"Obregón","Sonora","Mexico","LATAM","North",2472
"Ocaña","Norte de Santander","Colombia","LATAM","South",2473
"Oceanside","California","United States","US","West",2474
"Oceanside","New York","United States","US","East",2475
"Ocotlán","Jalisco","Mexico","LATAM","North",2476
"Odense","South Denmark","Denmark","EU","North",2477
"Odessa","Texas","United States","US","Central",2478
"Odivelas","Lisboa","Portugal","EU","South",2479
"Offenbach","Hesse","Germany","EU","Central",2480
"Offenburg","Baden-Württemberg","Germany","EU","Central",2481
"Oklahoma City","Oklahoma","United States","US","Central",2482
"Oktyabr'skiy","Bashkortostan","Russia","EMEA","EMEA",2483
"Olathe","Kansas","United States","US","Central",2484
"Oldenburg","Lower Saxony","Germany","EU","Central",2485
"Oldham","England","United Kingdom","EU","North",2486
"Oleksandriya","Kirovohrad","Ukraine","EMEA","EMEA",2487
"Olivet","Centre","France","EU","Central",2488
"Olomouc","Olomouc","Czech Republic","EMEA","EMEA",2489
"Olympia","Washington","United States","US","West",2490
"Omaha","Nebraska","United States","US","Central",2491
"Onitsha","Anambra","Nigeria","Africa","Africa",2492
"Ontario","California","United States","US","West",2493
"Oosterhout","North Brabant","Netherlands","EU","Central",2494
"Opole","Opole","Poland","EMEA","EMEA",2495
"Oradea","Bihor","Romania","EMEA","EMEA",2496
"Oran","Oran","Algeria","Africa","Africa",2497
"Orange","New Jersey","United States","US","East",2498
"Orange","New South Wales","Australia","APAC","Oceania",2499
"Ordu","Ordu","Turkey","EMEA","EMEA",2500
"Orem","Utah","United States","US","West",2501
"Orihuela","Valenciana","Spain","EU","South",2502
"Oriximiná","Pará","Brazil","LATAM","South",2503
"Orizaba","Veracruz","Mexico","LATAM","North",2504
"Orland Park","Illinois","United States","US","Central",2505
"Orlando","Florida","United States","US","South",2506
"Ormond Beach","Florida","United States","US","South",2507
"Orsay","Ile-de-France","France","EU","Central",2508
"Orsha","Vitsyebsk","Belarus","EMEA","EMEA",2509
"Oruro","Oruro","Bolivia","LATAM","South",2510
"Osasco","São Paulo","Brazil","LATAM","South",2511
"Osh","Osh","Kyrgyzstan","EMEA","EMEA",2512
"Oshawa","Ontario","Canada","Canada","Canada",2513
"Osijek","Osjecko-Baranjska","Croatia","EMEA","EMEA",2514
"Oslo","Oslo","Norway","EU","North",2515
"Osmaniye","Osmaniye","Turkey","EMEA","EMEA",2516
"Osny","Ile-de-France","France","EU","Central",2517
"Osorno","Los Lagos","Chile","LATAM","South",2518
"Oss","North Brabant","Netherlands","EU","Central",2519
"Ostrava","Moravian-Silesian","Czech Republic","EMEA","EMEA",2520
"Oswego","Illinois","United States","US","Central",2521
"Ottawa","Ontario","Canada","Canada","Canada",2522
"Ouidah","Atlantique","Benin","Africa","Africa",2523
"Oullins","Rhône-Alpes","France","EU","Central",2524
"Outreau","Nord-Pas-de-Calais","France","EU","Central",2525
"Overland Park","Kansas","United States","US","Central",2526
"Oviedo","Asturias","Spain","EU","South",2527
"Owensboro","Kentucky","United States","US","South",2528
"Owerri","Imo","Nigeria","Africa","Africa",2529
"Owo","Ondo","Nigeria","Africa","Africa",2530
"Oxford","England","United Kingdom","EU","North",2531
"Oxnard","California","United States","US","West",2532
"Oyama","Tochigi","Japan","APAC","North Asia",2533
"Oyonnax","Rhône-Alpes","France","EU","Central",2534
"Padang","Sumatera Barat","Indonesia","APAC","Southeast Asia",2535
"Paderborn","North Rhine-Westphalia","Germany","EU","Central",2536
"Paisley","Scotland","United Kingdom","EU","North",2537
"Paita","Piura","Peru","LATAM","South",2538
"Palaiseau","Ile-de-France","France","EU","Central",2539
"Palatine","Illinois","United States","US","Central",2540
"Palembang","Sumatera Selatan","Indonesia","APAC","Southeast Asia",2541
"Palencia","Castile and León","Spain","EU","South",2542
"Palermo","Sicily","Italy","EU","South",2543
"Palhoça","Santa Catarina","Brazil","LATAM","South",2544
"Palm Coast","Florida","United States","US","South",2545
"Palma Soriano","Santiago de Cuba","Cuba","LATAM","Caribbean",2546
"Palma de Mallorca","Balearic Islands","Spain","EU","South",2547
"Palmares","Pernambuco","Brazil","LATAM","South",2548
"Palmerston","Northern Territory","Australia","APAC","Oceania",2549
"Palmerston North","Manawatu-Wanganui","New Zealand","APAC","Oceania",2550
"Palmira","Valle del Cauca","Colombia","LATAM","South",2551
"Palo Negro","Aragua","Venezuela","LATAM","South",2552
"Palu","Sulawesi Tengah","Indonesia","APAC","Southeast Asia",2553
"Pamiers","Midi-Pyrénées","France","EU","Central",2554
"Pamplona","Navarra","Spain","EU","South",2555
"Panama City","Panama","Panama","LATAM","Central",2556
"Panevezys","Panevezys","Lithuania","EMEA","EMEA",2557
"Panihati","West Bengal","India","APAC","Central Asia",2558
"Panipat","Haryana","India","APAC","Central Asia",2559
"Pantin","Ile-de-France","France","EU","Central",2560
"Papakura","Auckland","New Zealand","APAC","Oceania",2561
"Paracatu","Minas Gerais","Brazil","LATAM","South",2562
"Parakou","Borgou","Benin","Africa","Africa",2563
"Paranaguá","Parana","Brazil","LATAM","South",2564
"Paraná","Entre Ríos","Argentina","LATAM","South",2565
"Paraparaumu","Wellington","New Zealand","APAC","Oceania",2566
"Parbhani","Maharashtra","India","APAC","Central Asia",2567
"Parintins","Amazonas","Brazil","LATAM","South",2568
"Paris","Ile-de-France","France","EU","Central",2569
"Park Ridge","Illinois","United States","US","Central",2570
"Parker","Colorado","United States","US","West",2571
"Parla","Madrid","Spain","EU","South",2572
"Parma","Emilia-Romagna","Italy","EU","South",2573
"Parma","Ohio","United States","US","East",2574
"Pasadena","California","United States","US","West",2575
"Pasadena","Texas","United States","US","Central",2576
"Pasco","Washington","United States","US","West",2577
"Pasig","National Capital","Philippines","APAC","Southeast Asia",2578
"Passaic","New Jersey","United States","US","East",2579
"Passau","Bavaria","Germany","EU","Central",2580
"Passo Fundo","Rio Grande do Sul","Brazil","LATAM","South",2581
"Passos","Minas Gerais","Brazil","LATAM","South",2582
"Pasto","Nariño","Colombia","LATAM","South",2583
"Paterson","New Jersey","United States","US","East",2584
"Patiala","Punjab","India","APAC","Central Asia",2585
"Patna","Bihar","India","APAC","Central Asia",2586
"Pato Branco","Parana","Brazil","LATAM","South",2587
"Patrocínio","Minas Gerais","Brazil","LATAM","South",2588
"Pau","Aquitaine","France","EU","Central",2589
"Paulista","Pernambuco","Brazil","LATAM","South",2590
"Pavlodar","Pavlodar","Kazakhstan","EMEA","EMEA",2591
"Paysandú","Paysandú","Uruguay","LATAM","South",2592
"Pazardzhik","Pazardzhik","Bulgaria","EMEA","EMEA",2593
"Paço do Lumiar","Maranhão","Brazil","LATAM","South",2594
"Pearland","Texas","United States","US","Central",2595
"Peer","Limburg","Belgium","EU","Central",2596
"Pekalongan","Jawa Tengah","Indonesia","APAC","Southeast Asia",2597
"Pekanbaru","Riau","Indonesia","APAC","Southeast Asia",2598
"Pelotas","Rio Grande do Sul","Brazil","LATAM","South",2599
"Pematangsiantar","Sumatera Utara","Indonesia","APAC","Southeast Asia",2600
"Pemba","Cabo Delgado","Mozambique","Africa","Africa",2601
"Pembroke Pines","Florida","United States","US","South",2602
"Penedo","Alagoas","Brazil","LATAM","South",2603
"Penglai","Shandong","China","APAC","North Asia",2604
"Pensacola","Florida","United States","US","South",2605
"Peoria","Arizona","United States","US","West",2606
"Peoria","Illinois","United States","US","Central",2607
"Pereira","Risaralda","Colombia","LATAM","South",2608
"Pernik","Pernik","Bulgaria","EMEA","EMEA",2609
"Perpignan","Languedoc-Roussillon","France","EU","Central",2610
"Perth","Western Australia","Australia","APAC","Oceania",2611
"Perth Amboy","New Jersey","United States","US","East",2612
"Pertuis","Provence-Alpes-Côte d'Azur","France","EU","Central",2613
"Perugia","Umbria","Italy","EU","South",2614
"Pesaro","Marche","Italy","EU","South",2615
"Pescara","Abruzzi","Italy","EU","South",2616
"Peshawar","Khyber Pakhtunkhwa","Pakistan","APAC","Central Asia",2617
"Pessac","Aquitaine","France","EU","Central",2618
"Pestovo","Novgorod","Russia","EMEA","EMEA",2619
"Petapa","Guatemala","Guatemala","LATAM","Central",2620
"Petare","Miranda","Venezuela","LATAM","South",2621
"Peterborough","England","United Kingdom","EU","North",2622
"Peterborough","Ontario","Canada","Canada","Canada",2623
"Petrópolis","Rio de Janeiro","Brazil","LATAM","South",2624
"Pforzheim","Baden-Württemberg","Germany","EU","Central",2625
"Pharr","Texas","United States","US","Central",2626
"Philadelphia","Pennsylvania","United States","US","East",2627
"Phnom Penh","Phnom Penh","Cambodia","APAC","Southeast Asia",2628
"Phoenix","Arizona","United States","US","West",2629
"Piacenza","Emilia-Romagna","Italy","EU","South",2630
"Piatra-Neamt","Neamt","Romania","EMEA","EMEA",2631
"Pickering","Ontario","Canada","Canada","Canada",2632
"Pico Rivera","California","United States","US","West",2633
"Piedecuesta","Santander","Colombia","LATAM","South",2634
"Piedras Negras","Coahuila","Mexico","LATAM","North",2635
"Pierrefitte-sur-Seine","Ile-de-France","France","EU","Central",2636
"Pietermaritzburg","Kwazulu-natal","South Africa","Africa","Africa",2637
"Pila","Greater Poland","Poland","EMEA","EMEA",2638
"Pilar","Alagoas","Brazil","LATAM","South",2639
"Pimpri","Maharashtra","India","APAC","Central Asia",2640
"Pinar del Río","Pinar del Río","Cuba","LATAM","Caribbean",2641
"Pindamonhangaba","São Paulo","Brazil","LATAM","South",2642
"Pine Bluff","Arkansas","United States","US","South",2643
"Pingdingshan","Henan","China","APAC","North Asia",2644
"Pingnan","Guangxi","China","APAC","North Asia",2645
"Pingxiang","Jiangxi","China","APAC","North Asia",2646
"Pinheiro","Maranhão","Brazil","LATAM","South",2647
"Pinsk","Brest","Belarus","EMEA","EMEA",2648
"Piotrkow Trybunalski","Lodz","Poland","EMEA","EMEA",2649
"Pirapora","Minas Gerais","Brazil","LATAM","South",2650
"Pisa","Tuscany","Italy","EU","South",2651
"Pistoia","Tuscany","Italy","EU","South",2652
"Pitalito","Huila","Colombia","LATAM","South",2653
"Pitesti","Arges","Romania","EMEA","EMEA",2654
"Piura","Piura","Peru","LATAM","South",2655
"Plainfield","New Jersey","United States","US","East",2656
"Plaisance-du-Touch","Midi-Pyrénées","France","EU","Central",2657
"Plaisir","Ile-de-France","France","EU","Central",2658
"Plano","Texas","United States","US","Central",2659
"Plantation","Florida","United States","US","South",2660
"Pleasant Grove","Utah","United States","US","West",2661
"Pleven","Pleven","Bulgaria","EMEA","EMEA",2662
"Plock","Masovia","Poland","EMEA","EMEA",2663
"Ploemeur","Brittany","France","EU","Central",2664
"Ploiesti","Prahova","Romania","EMEA","EMEA",2665
"Plovdiv","Plovdiv","Bulgaria","EMEA","EMEA",2666
"Plymouth","England","United Kingdom","EU","North",2667
"Plzen","Plzen","Czech Republic","EMEA","EMEA",2668
"Pocatello","Idaho","United States","US","West",2669
"Podgorica","Podgorica","Montenegro","EMEA","EMEA",2670
"Poissy","Ile-de-France","France","EU","Central",2671
"Poitiers","Poitou-Charentes","France","EU","Central",2672
"Polatli","Ankara","Turkey","EMEA","EMEA",2673
"Polatsk","Vitsyebsk","Belarus","EMEA","EMEA",2674
"Poltava","Poltava","Ukraine","EMEA","EMEA",2675
"Pomezia","Lazio","Italy","EU","South",2676
"Pomona","California","United States","US","West",2677
"Pompano Beach","Florida","United States","US","South",2678
"Ponferrada","Castile and León","Spain","EU","South",2679
"Pontault-Combault","Ile-de-France","France","EU","Central",2680
"Ponte Nova","Minas Gerais","Brazil","LATAM","South",2681
"Ponteareas","Galicia","Spain","EU","South",2682
"Pontes e Lacerda","Mato Grosso","Brazil","LATAM","South",2683
"Pontevedra","Galicia","Spain","EU","South",2684
"Pontianak","Kalimantan Barat","Indonesia","APAC","Southeast Asia",2685
"Pontivy","Brittany","France","EU","Central",2686
"Pontoise","Ile-de-France","France","EU","Central",2687
"Poole","England","United Kingdom","EU","North",2688
"Porirua","Wellington","New Zealand","APAC","Oceania",2689
"Porlamar","Nueva Esparta","Venezuela","LATAM","South",2690
"Port Arthur","Texas","United States","US","Central",2691
"Port Elizabeth","Eastern Cape","South Africa","Africa","Africa",2692
"Port Harcourt","Rivers","Nigeria","Africa","Africa",2693
"Port Macquarie","New South Wales","Australia","APAC","Oceania",2694
"Port Moresby","National Capital","Papua New Guinea","APAC","Oceania",2695
"Port Orange","Florida","United States","US","South",2696
"Port Said","Bur Sa'id","Egypt","Africa","Africa",2697
"Port Saint Lucie","Florida","United States","US","South",2698
"Portage","Indiana","United States","US","Central",2699
"Portici","Campania","Italy","EU","South",2700
"Portland","Oregon","United States","US","West",2701
"Portmore","Saint Catherine","Jamaica","LATAM","Caribbean",2702
"Porto","Porto","Portugal","EU","South",2703
"Porto Alegre","Rio Grande do Sul","Brazil","LATAM","South",2704
"Porto-Novo","Ouémé","Benin","Africa","Africa",2705
"Portoviejo","Manabi","Ecuador","LATAM","South",2706
"Portsmouth","England","United Kingdom","EU","North",2707
"Posadas","Misiones","Argentina","LATAM","South",2708
"Potchefstroom","North-West","South Africa","Africa","Africa",2709
"Potenza","Basilicata","Italy","EU","South",2710
"Potosí","Potosí","Bolivia","LATAM","South",2711
"Potsdam","Brandenburg","Germany","EU","Central",2712
"Pouso Alegre","Minas Gerais","Brazil","LATAM","South",2713
"Poza Rica de Hidalgo","Veracruz","Mexico","LATAM","North",2714
"Poznan","Greater Poland","Poland","EMEA","EMEA",2715
"Pozzuoli","Campania","Italy","EU","South",2716
"Poços de Caldas","Minas Gerais","Brazil","LATAM","South",2717
"Prague","Prague","Czech Republic","EMEA","EMEA",2718
"Praia Grande","São Paulo","Brazil","LATAM","South",2719
"Prato","Tuscany","Italy","EU","South",2720
"Presidencia Roque Sáenz Peña","Chaco","Argentina","LATAM","South",2721
"Presidente Dutra","Maranhão","Brazil","LATAM","South",2722
"Presidente Prudente","São Paulo","Brazil","LATAM","South",2723
"Preston","England","United Kingdom","EU","North",2724
"Pretoria","Gauteng","South Africa","Africa","Africa",2725
"Probolinggo","Jawa Timur","Indonesia","APAC","Southeast Asia",2726
"Progreso","Yucatán","Mexico","LATAM","North",2727
"Providence","Rhode Island","United States","US","East",2728
"Provo","Utah","United States","US","West",2729
"Pucallpa","Ucayali","Peru","LATAM","South",2730
"Puducherry","Puducherry","India","APAC","Central Asia",2731
"Puebla","Puebla","Mexico","LATAM","North",2732
"Pueblo","Colorado","United States","US","West",2733
"Puente Alto","Santiago","Chile","LATAM","South",2734
"Puerto La Cruz","Anzoátegui","Venezuela","LATAM","South",2735
"Puerto Montt","Los Lagos","Chile","LATAM","South",2736
"Puerto Padre","Las Tunas","Cuba","LATAM","Caribbean",2737
"Puerto Vallarta","Jalisco","Mexico","LATAM","North",2738
"Puertollano","Castile-La Mancha","Spain","EU","South",2739
"Pulheim","North Rhine-Westphalia","Germany","EU","Central",2740
"Pune","Maharashtra","India","APAC","Central Asia",2741
"Puno","Puno","Peru","LATAM","South",2742
"Punta Arenas","Magallanes y Antártica Chilena","Chile","LATAM","South",2743
