"Product ID","First(Category)","First(Sub-Category)","First(Product Name)","First(is_high_discount)"
"OFF-PA-10002516","Office Supplies","Paper","Enermax Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10002520","Office Supplies","Paper","Green Bar Cards & Envelopes, Recycled","Normal"
"OFF-PA-10002522","Office Supplies","Paper","Green Bar Note Cards, 8.5 x 11","Normal"
"OFF-PA-10002524","Office Supplies","Paper","Enermax Note Cards, 8.5 x 11","Normal"
"OFF-PA-10002534","Office Supplies","Paper","Green Bar Memo Slips, Multicolor","Normal"
"OFF-PA-10002539","Office Supplies","Paper","SanDisk Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10002552","Office Supplies","Paper","Xerox 1958","Normal"
"OFF-PA-10002558","Office Supplies","Paper","Xerox 1938","Normal"
"OFF-PA-10002563","Office Supplies","Paper","Enermax Memo Slips, Premium","Normal"
"OFF-PA-10002581","Office Supplies","Paper","Xerox 1951","Normal"
"OFF-PA-10002585","Office Supplies","Paper","Eaton Memo Slips, Multicolor","Normal"
"OFF-PA-10002586","Office Supplies","Paper","Xerox 1970","Normal"
"OFF-PA-10002606","Office Supplies","Paper","Xerox 1928","Normal"
"OFF-PA-10002611","Office Supplies","Paper","Green Bar Parchment Paper, Multicolor","Normal"
"OFF-PA-10002615","Office Supplies","Paper","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","Normal"
"OFF-PA-10002616","Office Supplies","Paper","Green Bar Parchment Paper, Multicolor","Normal"
"OFF-PA-10002618","Office Supplies","Paper","Eaton Memo Slips, Multicolor","Normal"
"OFF-PA-10002645","Office Supplies","Paper","Green Bar Computer Printout Paper, Recycled","Normal"
"OFF-PA-10002652","Office Supplies","Paper","Eaton Note Cards, Premium","Normal"
"OFF-PA-10002659","Office Supplies","Paper","Avoid Verbal Orders Carbonless Minifold Book","Normal"
"OFF-PA-10002666","Office Supplies","Paper","Southworth 25% Cotton Linen-Finish Paper & Envelopes","Normal"
"OFF-PA-10002671","Office Supplies","Paper","Enermax Memo Slips, 8.5 x 11","High Discount"
"OFF-PA-10002689","Office Supplies","Paper","Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","Normal"
"OFF-PA-10002709","Office Supplies","Paper","Xerox 1956","Normal"
"OFF-PA-10002713","Office Supplies","Paper","Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11","Normal"
"OFF-PA-10002725","Office Supplies","Paper","Eaton Cards & Envelopes, Premium","Normal"
"OFF-PA-10002741","Office Supplies","Paper","Xerox 1980","Normal"
"OFF-PA-10002749","Office Supplies","Paper","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page","Normal"
"OFF-PA-10002751","Office Supplies","Paper","Xerox 1920","Normal"
"OFF-PA-10002755","Office Supplies","Paper","Xerox Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10002764","Office Supplies","Paper","Staples","Normal"
"OFF-PA-10002767","Office Supplies","Paper","Enermax Message Books, Premium","Normal"
"OFF-PA-10002771","Office Supplies","Paper","Xerox Computer Printout Paper, Premium","Normal"
"OFF-PA-10002787","Office Supplies","Paper","Xerox 227","Normal"
"OFF-PA-10002811","Office Supplies","Paper","Green Bar Message Books, 8.5 x 11","Normal"
"OFF-PA-10002818","Office Supplies","Paper","Enermax Parchment Paper, Premium","Normal"
"OFF-PA-10002842","Office Supplies","Paper","Eaton Parchment Paper, Recycled","Normal"
"OFF-PA-10002862","Office Supplies","Paper","Green Bar Message Books, Recycled","Normal"
"OFF-PA-10002870","Office Supplies","Paper","Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11","Normal"
"OFF-PA-10002893","Office Supplies","Paper","Wirebound Service Call Books, 5 1/2"" x 4""","Normal"
"OFF-PA-10002918","Office Supplies","Paper","Eaton Computer Printout Paper, Recycled","Normal"
"OFF-PA-10002921","Office Supplies","Paper","Eaton Message Books, Multicolor","Normal"
"OFF-PA-10002923","Office Supplies","Paper","Xerox 1942","Normal"
"OFF-PA-10002925","Office Supplies","Paper","Enermax Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10002927","Office Supplies","Paper","Enermax Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10002930","Office Supplies","Paper","SanDisk Cards & Envelopes, Premium","Normal"
"OFF-PA-10002941","Office Supplies","Paper","Green Bar Computer Printout Paper, Premium","Normal"
"OFF-PA-10002944","Office Supplies","Paper","SanDisk Parchment Paper, Recycled","Normal"
"OFF-PA-10002947","Office Supplies","Paper","Xerox 1923","Normal"
"OFF-PA-10002960","Office Supplies","Paper","Xerox 1926","Normal"
"OFF-PA-10002966","Office Supplies","Paper","SanDisk Cards & Envelopes, Recycled","Normal"
"OFF-PA-10002968","Office Supplies","Paper","Xerox 1973","Normal"
"OFF-PA-10002971","Office Supplies","Paper","Eaton Memo Slips, Recycled","Normal"
"OFF-PA-10002974","Office Supplies","Paper","Enermax Note Cards, 8.5 x 11","Normal"
"OFF-PA-10002976","Office Supplies","Paper","Xerox Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10002986","Office Supplies","Paper","Xerox 1898","Normal"
"OFF-PA-10003001","Office Supplies","Paper","Xerox 1986","Normal"
"OFF-PA-10003002","Office Supplies","Paper","Enermax Message Books, Multicolor","High Discount"
"OFF-PA-10003016","Office Supplies","Paper","Adams ""While You Were Out"" Message Pads","Normal"
"OFF-PA-10003020","Office Supplies","Paper","Xerox Message Books, Premium","Normal"
"OFF-PA-10003022","Office Supplies","Paper","Standard Line While You Were Out Hardbound Telephone Message Book","Normal"
"OFF-PA-10003027","Office Supplies","Paper","Enermax Message Books, Premium","Normal"
"OFF-PA-10003033","Office Supplies","Paper","Enermax Parchment Paper, Recycled","Normal"
"OFF-PA-10003034","Office Supplies","Paper","SanDisk Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10003036","Office Supplies","Paper","Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","Normal"
"OFF-PA-10003037","Office Supplies","Paper","Eaton Memo Slips, Multicolor","Normal"
"OFF-PA-10003039","Office Supplies","Paper","Xerox 1960","Normal"
"OFF-PA-10003052","Office Supplies","Paper","Green Bar Message Books, Recycled","High Discount"
"OFF-PA-10003063","Office Supplies","Paper","EcoTones Memo Sheets","Normal"
"OFF-PA-10003072","Office Supplies","Paper","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","Normal"
"OFF-PA-10003105","Office Supplies","Paper","SanDisk Parchment Paper, Premium","Normal"
"OFF-PA-10003115","Office Supplies","Paper","Enermax Note Cards, Premium","Normal"
"OFF-PA-10003127","Office Supplies","Paper","Staples","Normal"
"OFF-PA-10003129","Office Supplies","Paper","Tops White Computer Printout Paper","Normal"
"OFF-PA-10003133","Office Supplies","Paper","Eaton Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10003134","Office Supplies","Paper","Xerox 1937","Normal"
"OFF-PA-10003139","Office Supplies","Paper","SanDisk Parchment Paper, Recycled","Normal"
"OFF-PA-10003156","Office Supplies","Paper","Xerox Message Books, 8.5 x 11","Normal"
"OFF-PA-10003172","Office Supplies","Paper","Xerox 1996","Normal"
"OFF-PA-10003177","Office Supplies","Paper","Xerox 1999","Normal"
"OFF-PA-10003205","Office Supplies","Paper","Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper","Normal"
"OFF-PA-10003224","Office Supplies","Paper","Eaton Computer Printout Paper, Premium","Normal"
"OFF-PA-10003228","Office Supplies","Paper","Xerox 1917","Normal"
"OFF-PA-10003232","Office Supplies","Paper","Eaton Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10003252","Office Supplies","Paper","Xerox Note Cards, 8.5 x 11","Normal"
"OFF-PA-10003256","Office Supplies","Paper","Avery Personal Creations Heavyweight Cards","Normal"
"OFF-PA-10003270","Office Supplies","Paper","Xerox 1954","Normal"
"OFF-PA-10003273","Office Supplies","Paper","Green Bar Cards & Envelopes, Premium","Normal"
"OFF-PA-10003296","Office Supplies","Paper","Xerox Message Books, Recycled","Normal"
"OFF-PA-10003301","Office Supplies","Paper","Green Bar Parchment Paper, Recycled","Normal"
"OFF-PA-10003302","Office Supplies","Paper","Xerox 1906","Normal"
"OFF-PA-10003303","Office Supplies","Paper","Xerox Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10003309","Office Supplies","Paper","Xerox 211","Normal"
"OFF-PA-10003320","Office Supplies","Paper","Green Bar Parchment Paper, Recycled","Normal"
"OFF-PA-10003332","Office Supplies","Paper","Xerox Cards & Envelopes, Recycled","Normal"
"OFF-PA-10003333","Office Supplies","Paper","Eaton Note Cards, 8.5 x 11","Normal"
"OFF-PA-10003338","Office Supplies","Paper","Enermax Parchment Paper, Recycled","Normal"
"OFF-PA-10003349","Office Supplies","Paper","Xerox 1957","Normal"
"OFF-PA-10003350","Office Supplies","Paper","Eaton Message Books, 8.5 x 11","Normal"
"OFF-PA-10003359","Office Supplies","Paper","Eaton Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10003363","Office Supplies","Paper","Xerox 204","Normal"
"OFF-PA-10003365","Office Supplies","Paper","Eaton Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10003380","Office Supplies","Paper","Green Bar Memo Slips, Multicolor","Normal"
"OFF-PA-10003381","Office Supplies","Paper","Eaton Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10003389","Office Supplies","Paper","Enermax Message Books, Recycled","High Discount"
"OFF-PA-10003390","Office Supplies","Paper","Enermax Computer Printout Paper, Recycled","Normal"
"OFF-PA-10003395","Office Supplies","Paper","Xerox 1941","Normal"
"OFF-PA-10003405","Office Supplies","Paper","Green Bar Memo Slips, Premium","Normal"
"OFF-PA-10003407","Office Supplies","Paper","Enermax Memo Slips, Recycled","Normal"
"OFF-PA-10003416","Office Supplies","Paper","Enermax Note Cards, Multicolor","Normal"
"OFF-PA-10003418","Office Supplies","Paper","Enermax Memo Slips, Multicolor","Normal"
"OFF-PA-10003424","Office Supplies","Paper","Enermax Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10003441","Office Supplies","Paper","Xerox 226","Normal"
"OFF-PA-10003449","Office Supplies","Paper","Green Bar Computer Printout Paper, Premium","Normal"
"OFF-PA-10003455","Office Supplies","Paper","Xerox Cards & Envelopes, Premium","Normal"
"OFF-PA-10003465","Office Supplies","Paper","Xerox 1912","Normal"
"OFF-PA-10003475","Office Supplies","Paper","Enermax Note Cards, Premium","Normal"
"OFF-PA-10003492","Office Supplies","Paper","Green Bar Computer Printout Paper, Recycled","Normal"
"OFF-PA-10003499","Office Supplies","Paper","Xerox Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10003510","Office Supplies","Paper","Enermax Message Books, Recycled","Normal"
"OFF-PA-10003511","Office Supplies","Paper","Green Bar Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10003513","Office Supplies","Paper","Enermax Message Books, Recycled","Normal"
"OFF-PA-10003517","Office Supplies","Paper","Enermax Note Cards, Premium","Normal"
"OFF-PA-10003518","Office Supplies","Paper","Enermax Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10003527","Office Supplies","Paper","Xerox Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10003543","Office Supplies","Paper","Xerox 1985","Normal"
"OFF-PA-10003550","Office Supplies","Paper","Eaton Cards & Envelopes, Recycled","Normal"
"OFF-PA-10003556","Office Supplies","Paper","Eaton Computer Printout Paper, 8.5 x 11","High Discount"
"OFF-PA-10003571","Office Supplies","Paper","Enermax Cards & Envelopes, Recycled","Normal"
"OFF-PA-10003573","Office Supplies","Paper","Enermax Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10003586","Office Supplies","Paper","Eaton Computer Printout Paper, Premium","Normal"
"OFF-PA-10003591","Office Supplies","Paper","Southworth 100% Cotton The Best Paper","Normal"
"OFF-PA-10003625","Office Supplies","Paper","Xerox 1979","Normal"
"OFF-PA-10003640","Office Supplies","Paper","Eaton Cards & Envelopes, Recycled","Normal"
"OFF-PA-10003641","Office Supplies","Paper","Xerox 1909","Normal"
"OFF-PA-10003651","Office Supplies","Paper","Xerox 1968","Normal"
"OFF-PA-10003654","Office Supplies","Paper","SanDisk Memo Slips, Recycled","Normal"
"OFF-PA-10003656","Office Supplies","Paper","Xerox 1935","Normal"
"OFF-PA-10003657","Office Supplies","Paper","Xerox 1927","Normal"
"OFF-PA-10003664","Office Supplies","Paper","Enermax Computer Printout Paper, Premium","Normal"
"OFF-PA-10003673","Office Supplies","Paper","Strathmore Photo Mount Cards","Normal"
"OFF-PA-10003681","Office Supplies","Paper","Green Bar Message Books, Premium","Normal"
"OFF-PA-10003686","Office Supplies","Paper","SanDisk Message Books, Multicolor","Normal"
"OFF-PA-10003699","Office Supplies","Paper","SanDisk Parchment Paper, Recycled","Normal"
"OFF-PA-10003708","Office Supplies","Paper","Green Bar Computer Printout Paper, Premium","Normal"
"OFF-PA-10003715","Office Supplies","Paper","Xerox Computer Printout Paper, Recycled","Normal"
"OFF-PA-10003718","Office Supplies","Paper","Xerox Memo Slips, Recycled","Normal"
"OFF-PA-10003724","Office Supplies","Paper","Wirebound Message Book, 4 per Page","Normal"
"OFF-PA-10003729","Office Supplies","Paper","Xerox 1998","Normal"
"OFF-PA-10003731","Office Supplies","Paper","Enermax Note Cards, Premium","Normal"
"OFF-PA-10003739","Office Supplies","Paper","Xerox 1969","Normal"
"OFF-PA-10003744","Office Supplies","Paper","Green Bar Parchment Paper, Multicolor","Normal"
"OFF-PA-10003774","Office Supplies","Paper","Enermax Computer Printout Paper, Recycled","Normal"
"OFF-PA-10003784","Office Supplies","Paper","Eaton Note Cards, Premium","Normal"
"OFF-PA-10003790","Office Supplies","Paper","Xerox 1991","Normal"
"OFF-PA-10003796","Office Supplies","Paper","Eaton Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10003797","Office Supplies","Paper","Xerox 209","Normal"
"OFF-PA-10003805","Office Supplies","Paper","Eaton Note Cards, Multicolor","Normal"
"OFF-PA-10003808","Office Supplies","Paper","SanDisk Note Cards, Premium","Normal"
"OFF-PA-10003823","Office Supplies","Paper","Xerox 197","Normal"
"OFF-PA-10003832","Office Supplies","Paper","Xerox Message Books, 8.5 x 11","Normal"
"OFF-PA-10003835","Office Supplies","Paper","SanDisk Memo Slips, Premium","Normal"
"OFF-PA-10003838","Office Supplies","Paper","Eaton Note Cards, Premium","Normal"
"OFF-PA-10003845","Office Supplies","Paper","Xerox 1987","Normal"
"OFF-PA-10003848","Office Supplies","Paper","Xerox 1997","Normal"
"OFF-PA-10003868","Office Supplies","Paper","SanDisk Cards & Envelopes, Recycled","Normal"
"OFF-PA-10003875","Office Supplies","Paper","Enermax Memo Slips, Multicolor","Normal"
"OFF-PA-10003878","Office Supplies","Paper","Enermax Cards & Envelopes, Premium","Normal"
"OFF-PA-10003883","Office Supplies","Paper","Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""","Normal"
"OFF-PA-10003884","Office Supplies","Paper","Eaton Message Books, Multicolor","Normal"
"OFF-PA-10003892","Office Supplies","Paper","Xerox 1943","Normal"
"OFF-PA-10003893","Office Supplies","Paper","Xerox 1962","Normal"
"OFF-PA-10003899","Office Supplies","Paper","SanDisk Memo Slips, Multicolor","Normal"
"OFF-PA-10003906","Office Supplies","Paper","Eaton Memo Slips, Premium","Normal"
"OFF-PA-10003907","Office Supplies","Paper","Eaton Message Books, Premium","Normal"
"OFF-PA-10003911","Office Supplies","Paper","Green Bar Cards & Envelopes, Premium","Normal"
"OFF-PA-10003919","Office Supplies","Paper","Xerox 1989","Normal"
"OFF-PA-10003920","Office Supplies","Paper","Xerox Parchment Paper, Premium","Normal"
"OFF-PA-10003936","Office Supplies","Paper","Xerox 1994","Normal"
"OFF-PA-10003937","Office Supplies","Paper","Green Bar Memo Slips, Recycled","Normal"
"OFF-PA-10003938","Office Supplies","Paper","Eaton Cards & Envelopes, Premium","Normal"
"OFF-PA-10003939","Office Supplies","Paper","Enermax Note Cards, Multicolor","High Discount"
"OFF-PA-10003943","Office Supplies","Paper","Green Bar Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10003953","Office Supplies","Paper","Xerox 218","Normal"
"OFF-PA-10003956","Office Supplies","Paper","SanDisk Parchment Paper, Recycled","Normal"
"OFF-PA-10003969","Office Supplies","Paper","Green Bar Note Cards, 8.5 x 11","Normal"
"OFF-PA-10003971","Office Supplies","Paper","Xerox 1965","Normal"
"OFF-PA-10003981","Office Supplies","Paper","SanDisk Note Cards, Premium","Normal"
"OFF-PA-10003982","Office Supplies","Paper","SanDisk Message Books, Premium","Normal"
"OFF-PA-10003994","Office Supplies","Paper","Eaton Note Cards, Premium","Normal"
"OFF-PA-10004000","Office Supplies","Paper","While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle","Normal"
"OFF-PA-10004016","Office Supplies","Paper","SanDisk Memo Slips, Recycled","Normal"
"OFF-PA-10004020","Office Supplies","Paper","SanDisk Message Books, 8.5 x 11","Normal"
"OFF-PA-10004022","Office Supplies","Paper","Hammermill Color Copier Paper (28Lb. and 96 Bright)","Normal"
"OFF-PA-10004024","Office Supplies","Paper","Enermax Memo Slips, Recycled","Normal"
"OFF-PA-10004027","Office Supplies","Paper","Xerox Cards & Envelopes, Recycled","Normal"
"OFF-PA-10004034","Office Supplies","Paper","Green Bar Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10004039","Office Supplies","Paper","Xerox 1882","Normal"
"OFF-PA-10004040","Office Supplies","Paper","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)","Normal"
"OFF-PA-10004041","Office Supplies","Paper","It's Hot Message Books with Stickers, 2 3/4"" x 5""","Normal"
"OFF-PA-10004054","Office Supplies","Paper","Green Bar Computer Printout Paper, Recycled","Normal"
"OFF-PA-10004069","Office Supplies","Paper","SanDisk Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10004071","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","Normal"
"OFF-PA-10004082","Office Supplies","Paper","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","Normal"
"OFF-PA-10004092","Office Supplies","Paper","Tops Green Bar Computer Printout Paper","Normal"
"OFF-PA-10004100","Office Supplies","Paper","Xerox 216","Normal"
"OFF-PA-10004101","Office Supplies","Paper","Xerox 1894","Normal"
"OFF-PA-10004111","Office Supplies","Paper","Enermax Parchment Paper, Multicolor","Normal"
"OFF-PA-10004115","Office Supplies","Paper","Green Bar Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10004124","Office Supplies","Paper","SanDisk Message Books, 8.5 x 11","Normal"
